r_subdomain,Domain_8a4e53ef8a18db5e0ce16488fc22141de625738d4c48ce45488338ba990799ee,Domain_89cb66a79a3fd9f2aa6a3a92cdbc777a8193b41e004e2b00364290cfe0ec7e34
r_cert,Domain_8a4e53ef8a18db5e0ce16488fc22141de625738d4c48ce45488338ba990799ee,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_89cb66a79a3fd9f2aa6a3a92cdbc777a8193b41e004e2b00364290cfe0ec7e34,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_a5ff602fe0b698a63fac4a2f384c1a14dda2ff2b55a4c37b3bf808280a04aaf6,Domain_a527f4bb7022f68107b4eb3d894939e5914e849a08afe082d98b05dd91936171
r_cert,Domain_a5ff602fe0b698a63fac4a2f384c1a14dda2ff2b55a4c37b3bf808280a04aaf6,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_a527f4bb7022f68107b4eb3d894939e5914e849a08afe082d98b05dd91936171,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_19f1c75564a71dc9514fc14bdc7b33e59f1611a990af3b543dc6c58d998d20a3,Domain_79be821537715221565f78a1d03fde84e92ef3f0be349f6c8ad978e3e0ffbea6
r_cert,Domain_19f1c75564a71dc9514fc14bdc7b33e59f1611a990af3b543dc6c58d998d20a3,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_79be821537715221565f78a1d03fde84e92ef3f0be349f6c8ad978e3e0ffbea6,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_79be821537715221565f78a1d03fde84e92ef3f0be349f6c8ad978e3e0ffbea6,Domain_19f1c75564a71dc9514fc14bdc7b33e59f1611a990af3b543dc6c58d998d20a3
r_subdomain,Domain_bb33afb3ec86d95f7030a07409a5f5fd7161258ba695ecc8917f8d93a1403e2c,Domain_57a2dad8836e6ec70fafc41152342a1e6f4efd19a0b8586fa8697c67fe19b4fa
r_cert,Domain_bb33afb3ec86d95f7030a07409a5f5fd7161258ba695ecc8917f8d93a1403e2c,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_57a2dad8836e6ec70fafc41152342a1e6f4efd19a0b8586fa8697c67fe19b4fa,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_852fe504b739478150b23da7e7cd217c91504359c9d9aefea642f02f11420593,Domain_d09143ec448244f0569e7e7635afed56df87f3a9688234b2954c96e73c58c71b
r_cert,Domain_852fe504b739478150b23da7e7cd217c91504359c9d9aefea642f02f11420593,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_d09143ec448244f0569e7e7635afed56df87f3a9688234b2954c96e73c58c71b,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_d09143ec448244f0569e7e7635afed56df87f3a9688234b2954c96e73c58c71b,Domain_852fe504b739478150b23da7e7cd217c91504359c9d9aefea642f02f11420593
r_subdomain,Domain_3a0976d4b99f09f17e9fe71257d3db4628812323cf40628056a8fd318a03de37,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c
r_cert,Domain_3a0976d4b99f09f17e9fe71257d3db4628812323cf40628056a8fd318a03de37,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_3a0976d4b99f09f17e9fe71257d3db4628812323cf40628056a8fd318a03de37,Domain_f39886fdfdb0916c8c33f5e96e7a9dadf139ae3e9eadc9ee54b4f9dbf397ca8e
r_cert,Domain_c412203b492465a8d127105d2360bc671ea35d9e48f6d7144355779cf0f1057c,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_05faaf0ae6d951ad00fb7209c507099cc11dd9457a8ddf5976310f1f3dbf7150,Domain_ef04f7bea6a9f975a90b9f1d871f9568e86d601f38750ce53e9793ff0dc010b3
r_cert,Domain_05faaf0ae6d951ad00fb7209c507099cc11dd9457a8ddf5976310f1f3dbf7150,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_ef04f7bea6a9f975a90b9f1d871f9568e86d601f38750ce53e9793ff0dc010b3,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_ef04f7bea6a9f975a90b9f1d871f9568e86d601f38750ce53e9793ff0dc010b3,Domain_05faaf0ae6d951ad00fb7209c507099cc11dd9457a8ddf5976310f1f3dbf7150
r_subdomain,Domain_69c850072a1f36f4c45461501efe8a5af7c7d2e2ca8fe5a94e6f5a5edb7b6dc1,Domain_088a14202a153bdf829662623bcc3b341c5bb580429832b912b0a34acc11276b
r_cert,Domain_69c850072a1f36f4c45461501efe8a5af7c7d2e2ca8fe5a94e6f5a5edb7b6dc1,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_088a14202a153bdf829662623bcc3b341c5bb580429832b912b0a34acc11276b,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_0201fa540cb1a784ae32a3cb191047d1c2ded7d6e3d9355a8a84591c8b8762e0,Domain_5f39500fe56e4604dcb0e250b9dc3f3160717aac63e701a682861ec363ed4497
r_cert,Domain_0201fa540cb1a784ae32a3cb191047d1c2ded7d6e3d9355a8a84591c8b8762e0,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_5f39500fe56e4604dcb0e250b9dc3f3160717aac63e701a682861ec363ed4497,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_c8867c59a4e8bb966d6a80bcc30a9b642421893f615be63cbc040a48c93b8c48,Domain_8800ceb821133d0a61f56ab2fffe68bb0137085ab203e41dfcd98892ddd1437f
r_cert,Domain_c8867c59a4e8bb966d6a80bcc30a9b642421893f615be63cbc040a48c93b8c48,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_8800ceb821133d0a61f56ab2fffe68bb0137085ab203e41dfcd98892ddd1437f,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_8800ceb821133d0a61f56ab2fffe68bb0137085ab203e41dfcd98892ddd1437f,Domain_c8867c59a4e8bb966d6a80bcc30a9b642421893f615be63cbc040a48c93b8c48
r_subdomain,Domain_8800ceb821133d0a61f56ab2fffe68bb0137085ab203e41dfcd98892ddd1437f,Domain_69df052c764114fc2c9e917d64a42e88ce4b85c0e07592abbd633608571ad624
r_subdomain,Domain_64858fd6f643a9e2c4440686a3032ba8acc7dcea774c0f0a6d093fa66b39a0b8,Domain_f75b6664bc1eddf2aef754b2c521fa0d86b74866927345d85cd8d2ca24ea7443
r_cert,Domain_64858fd6f643a9e2c4440686a3032ba8acc7dcea774c0f0a6d093fa66b39a0b8,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_f75b6664bc1eddf2aef754b2c521fa0d86b74866927345d85cd8d2ca24ea7443,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_5476328f9b2eb32e90e3b9a6cf815b7fbf88918e6b7668e4220efce391ac0304,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_f822228bf4507b1364516a987a2972b8e6804543940ecd5ea7730c8cc6904f95,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_f822228bf4507b1364516a987a2972b8e6804543940ecd5ea7730c8cc6904f95,Domain_b82df629e5d6577c435e81208c0dc7bbf5c0179e8c0f8a6426f61239aee89f02
r_cert,Domain_b82df629e5d6577c435e81208c0dc7bbf5c0179e8c0f8a6426f61239aee89f02,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_cf98c83a2706b682c8107f5d1fe84d2ab552a84cc87c4bfd9cd13165fd2d86ef,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_cf98c83a2706b682c8107f5d1fe84d2ab552a84cc87c4bfd9cd13165fd2d86ef,Domain_dbb36b9faaccfeacb272537bd476088bc143fcf592a2d81efbfc12d2947bce09
r_cert,Domain_a34f5545d080c99f4e40676419fcbb667ac17a0c359f87e3c4d1c515e3fcd0ef,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_a34f5545d080c99f4e40676419fcbb667ac17a0c359f87e3c4d1c515e3fcd0ef,Domain_e360519e67145b6a6f42cd4bc542a528bb45947cd819ccb331ef995d4e780174
r_cert,Domain_46030b794f699bdeffc8895477119d4dee95eafe93ee88f0a0125e8e98d03ce1,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_46030b794f699bdeffc8895477119d4dee95eafe93ee88f0a0125e8e98d03ce1,Domain_75019e968067e83d287bc98c050f7e28d3be83695e05a0cab4e472fbf6a1cc49
r_cert,Domain_46030b794f699bdeffc8895477119d4dee95eafe93ee88f0a0125e8e98d03ce1,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_7a31f1963a3671d078d6ee8681e1369dc8e9894fa1deba71a8f795e97a929a6e,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_7a31f1963a3671d078d6ee8681e1369dc8e9894fa1deba71a8f795e97a929a6e,Domain_7644aedc62a10b0eb0a6682e7883c823f05023c972851c9ccb440dc5dd80b844
r_cert,Domain_4dafb6a26b7e537d0e7e9b149253ba4c46debfc572ba91b8c22f58b7fdc6c044,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_4dafb6a26b7e537d0e7e9b149253ba4c46debfc572ba91b8c22f58b7fdc6c044,Domain_5c47689c9fea7d89bc1518e34b09b731d21a1e0320ae0d084e4dac3c951cd984
r_cert,Domain_5c47689c9fea7d89bc1518e34b09b731d21a1e0320ae0d084e4dac3c951cd984,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_5c47689c9fea7d89bc1518e34b09b731d21a1e0320ae0d084e4dac3c951cd984,Domain_4dafb6a26b7e537d0e7e9b149253ba4c46debfc572ba91b8c22f58b7fdc6c044
r_subdomain,Domain_5c47689c9fea7d89bc1518e34b09b731d21a1e0320ae0d084e4dac3c951cd984,Domain_c0ab301fa5022a25de42e1a2c883de52290e20c5b58d9248bb6c369eb2a45a9b
r_cert,Domain_c84df6fd98843a0022a23a900d18a2e00a90802245c5ae4cb05a991db9d8151f,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_c84df6fd98843a0022a23a900d18a2e00a90802245c5ae4cb05a991db9d8151f,Domain_5317c1ae9c7c85890b45bae542ae49fad575235a3961dc57fca7c0e75d331e9b
r_cert,Domain_c84df6fd98843a0022a23a900d18a2e00a90802245c5ae4cb05a991db9d8151f,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_da0aa9be79fffcf1bbc06e336c3795a3d64aee8d4a9f373b30007c1f3e4f39b8,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_da0aa9be79fffcf1bbc06e336c3795a3d64aee8d4a9f373b30007c1f3e4f39b8,Domain_066e264198445bd1cce900899b13943a8dbc202f7435dde1272f1961a6184125
r_subdomain,Domain_da0aa9be79fffcf1bbc06e336c3795a3d64aee8d4a9f373b30007c1f3e4f39b8,Domain_728cfcc8bf54e2fd86a8b23f7abedd9fa53099b84fdf5bb3d7da4a8c67661122
r_cert,Domain_066e264198445bd1cce900899b13943a8dbc202f7435dde1272f1961a6184125,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_a5e097103c33d7a3494c7d4b1354c8f3db2ac227fff0dcf649ea2713f34e5b79,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_a5e097103c33d7a3494c7d4b1354c8f3db2ac227fff0dcf649ea2713f34e5b79,Domain_9541bd112bca1541d85cf23b9b42268e4475e99e30e3c05d973000fc858ad4a8
r_cert,Domain_a5e097103c33d7a3494c7d4b1354c8f3db2ac227fff0dcf649ea2713f34e5b79,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_0636b5e7706ace1b8437464e3599e55215536624296ee02677f803e18c974e80,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_0636b5e7706ace1b8437464e3599e55215536624296ee02677f803e18c974e80,Domain_cc08396ae3414f753aa59780b6349d5aeca374cde030d4fd4caa5a3a51fffa89
r_cert,Domain_0636b5e7706ace1b8437464e3599e55215536624296ee02677f803e18c974e80,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_cert,Domain_f05b5acd3f4fa1fca76876f5eaaeb5bf944612a63fe5430ca3ea5d44d507399d,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_f05b5acd3f4fa1fca76876f5eaaeb5bf944612a63fe5430ca3ea5d44d507399d,Domain_03c97479b5345d0d4de3fd671ca2ead0f3bfa8100c6be492337bceb37b7e587d
r_cert,Domain_f7acf0a66ad2be279f7fc84ec1e70c11cc3125a26f3ab4bbd4b7a4eaae6034f2,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
r_subdomain,Domain_f7acf0a66ad2be279f7fc84ec1e70c11cc3125a26f3ab4bbd4b7a4eaae6034f2,Domain_1dd8105524aa82ba9784522c26dc13801d774948e75f37047b21869b32986e83
r_subdomain,Domain_f7acf0a66ad2be279f7fc84ec1e70c11cc3125a26f3ab4bbd4b7a4eaae6034f2,Domain_18cea709244f115ffc71cf6fbb0146abb88f4624d11a3267a408382da0306dd7
r_cert,Domain_03c97479b5345d0d4de3fd671ca2ead0f3bfa8100c6be492337bceb37b7e587d,Cert_6724539e5c0851f37dcf91b7ac85cb35fcd9f8ba4df0107332c308aa53d63bdb
