Domain_8cfbc3dc32c53413f89000e1ed8c7c387032e5c0138a250085e3be964dbac32e,8cfbc3dc32.com,Domain,"[]",10,1
Domain_183fe74f6b294f554ad0b0f0f347007dda284c68f658aee933f9ba5fada8903a,183fe74f6b.com,Domain,"[]",5,1
Whois_Phone_f4a84443fb72da27731660695dd00877e8ce25b264ec418504fface62cdcbbd7,+1.971xxxxx,Whois_Phone,"[]",3,1
Domain_e084e9525e7e605e77286d5512c59c9a83ceb84b97ea1de6ad39306507e71937,e084e9525e.com,Domain,"[]",10,0
Domain_24acfd52f9ceb424d4a2643a832638ce1673b8689fa952d9010dd44949e6b1d9,24acfd52f9.com,Domain,"[]",2,1
Domain_b8a7464fd23d7d0c5c1cb49a30ed5138c012fecd849f77854953ab1a3df41ffe,b8a7464fd2.com,Domain,"[]",2,0
Domain_12f712fbf78fde2cbb0803f114fa8f7e3898d40a1b29f939e22b02786d2c3d43,12f712fbf7.com,Domain,"[]",3,0
IP_1c44d861d7347b8764e642e5facfdbcee5defd0df939ab82a4b7ea5162f13dae,172.67.xxx.xxx,IP,"[]",2,0
Domain_8eb1141dce2387b3394a4e7d14e54a4453162bbd87b2a9c0b2eaebf142599026,8eb1141dce.com,Domain,"[]",2,0
IP_136a30fb09124d6fdade3e3ffbf46c3708f361e40ed011b7f27ade91a5a30f92,172.67.xxx.xxx,IP,"[]",2,0
IP_7f8392f3c34ce8ad1c7fefb44b43b221218679f9ebf77d557cf86dcd7b4e57ca,199.59.xxx.xxx,IP,"[]",3,1
Domain_64b33b528d1db9dc31fb4a24e6aab1a7215edf5bea315c88a2a8f756f1cd67a1,64b33b528d.com,Domain,"[]",2,0
Domain_05fa9ba9507071e3cc5d27149a5c1c7400eb534a3f07a0ee5abdfa974cc81481,05fa9ba950.com,Domain,"[]",1,1
Domain_d9ec5b09db4e99f0c63e00240ea341ef269ab26310ffa06076ae1207f07a1061,d9ec5b09db.com,Domain,"[]",1,1
