Domain_8bd7ac7069aa8b7daafdd567bf0e2eb8c8db3f19373ebd828a3989e2df9da3dc,8bd7ac7069.com,Domain,"[]",5,0
Domain_ec6c5dc691e616e2c7277ddf03b36cb6fac540ac241e8b0c9388e5b5adc3cc1c,ec6c5dc691.com,Domain,"[]",6,0
Domain_e01c17f42e1a41199b7811c6effb0caed00040c008ac6e0b644501b254da767a,e01c17f42e.com,Domain,"[]",9,1
IP_400c19e584976ff2a35950659d4d148a3d146f1b71692468132b849b0eb8702c,156.241.xxx.xxx,IP,"[]",8,1
Domain_8659e9de39a88dc208eae9c4eab0791afd0406142fd7220cac3e7793dc802a43,8659e9de39.com,Domain,"[B]",4,1
Domain_01c3543672af6b0070ead622b73d93619da9a124441a69c287ed0fcc941d62d7,01c3543672.com,Domain,"[]",1,1
Domain_a45498cc65547bc816a3c83255c02b160d14e4125b039a151d034ea5e8316c90,a45498cc65.com,Domain,"[]",17,0
Domain_037e26b9416b7ad0c0992bb62dd857011760ad59e39e70810e2f7de249cc3061,037e26b941.com,Domain,"[]",7,0
Domain_677def7b2648c461f1999e3df64aa3dc5785b6aecf695099494523b97521da7b,677def7b26.com,Domain,"[]",8,1
Domain_b89ca040ed48625c8d66258bb3a15c75e5b149696edf2c2e992a4b5f926dd041,b89ca040ed.com,Domain,"[]",3,0
Domain_0316d820556f89b3798d4c439e477e32a8714c91ca5363d9797c84a702ca1bb8,0316d82055.com,Domain,"[]",8,1
Domain_974f35a551eee9c2493751dbbcacbacce3b47ffe4fe89894917ec903751a8c94,974f35a551.com,Domain,"[]",8,1
Cert_c992a7d7f01fae6098d8f1ba358002074db1b977cceafc07c04b40e657ec0425,c992a7d7f0,Cert,"[]",6,1
Domain_f8d5a8efaa4ed5d77266a9b29721e1ef9e125b6cbec9ae4d867ca73b031be818,f8d5a8efaa.com,Domain,"[]",3,0
Domain_b3823d8bacbf61540a83efb2e1b401e4a26b8689683fe747082b6c993ebcd356,b3823d8bac.com,Domain,"[]",2,0
IP_f9b588fa3410ab89fa0e50b011c9ac8ddfa4a3125ea3df13fa4598faa5e15f8a,45.114.xxx.xxx,IP,"[]",8,1
IP_36b2ba5b0800d154ef3add5672b7561af9535edd92d2c3323c64880498b45a05,45.114.xxx.xxx,IP,"[]",8,1
Domain_9be5aee5cc57eca3293a22003b6e9a8d20afe217956a765930c53837c13f3772,9be5aee5cc.com,Domain,"[]",10,1
Cert_1b22e6e2c9f9d7afd041a1a0ef2178dbaaf3248c4261496a382ff46520d55e71,1b22e6e2c9,Cert,"[]",5,1
Domain_37552252ab1c3fe978f8ea03abc96afa4c8cc53b1db86db5a6cab213626eae49,37552252ab.com,Domain,"[]",4,0
Domain_755f926df710773363ed73c670a17cc1cc728f5ef75bbdeaa3054a6f4c5a51a0,755f926df7.com,Domain,"[]",3,1
Domain_f6a5ffbe3609107c67362efaf5b804721398c40da76db27bc161aeef895e67bb,f6a5ffbe36.com,Domain,"[]",2,1
